% time	cellId	IMSI	RNTI	scPrdStartFr	scPrdStartSf	schStartFr	schStartSf	currFr	currSf	mcs	TBS	psschRB	psschLen
1004	0	107	107	101	9	105	9	101	9	32	32647	2	8
1004	0	136	136	101	9	105	9	101	9	32	32647	2	8
1005	0	20	20	101	9	105	9	101	10	32	32647	17	8
1005	0	55	55	101	9	105	9	101	10	32	32647	2	8
1005	0	74	74	101	9	105	9	101	10	32	32647	17	8
1005	0	97	97	101	9	105	9	101	10	32	32647	32	8
1005	0	123	123	101	9	105	9	101	10	32	32647	2	8
1005	0	185	185	101	9	105	9	101	10	32	32647	17	8
1006	0	45	45	101	9	105	9	102	1	32	32647	2	8
1006	0	88	88	101	9	105	9	102	1	32	32647	17	8
1006	0	117	117	101	9	105	9	102	1	32	32647	17	8
1006	0	160	160	101	9	105	9	102	1	32	32647	2	8
1007	0	17	17	101	9	105	9	102	2	32	32647	17	8
1007	0	111	111	101	9	105	9	102	2	32	32647	17	8
1007	0	145	145	101	9	105	9	102	2	32	32647	17	8
1007	0	149	149	101	9	105	9	102	2	32	32647	17	8
1007	0	154	154	101	9	105	9	102	2	32	32647	17	8
1007	0	189	189	101	9	105	9	102	2	32	32647	32	8
1008	0	67	67	101	9	105	9	102	3	32	32647	2	8
1008	0	119	119	101	9	105	9	102	3	32	32647	17	8
1009	0	11	11	101	9	105	9	102	4	32	32647	17	8
1009	0	15	15	101	9	105	9	102	4	32	32647	2	8
1009	0	60	60	101	9	105	9	102	4	32	32647	2	8
1009	0	75	75	101	9	105	9	102	4	32	32647	32	8
1009	0	114	114	101	9	105	9	102	4	32	32647	32	8
1009	0	194	194	101	9	105	9	102	4	32	32647	17	8
1010	0	52	52	101	9	105	9	102	5	32	32647	17	8
1010	0	113	113	101	9	105	9	102	5	32	32647	2	8
1010	0	132	132	101	9	105	9	102	5	32	32647	32	8
1010	0	137	137	101	9	105	9	102	5	32	32647	32	8
1010	0	150	150	101	9	105	9	102	5	32	32647	17	8
1010	0	153	153	101	9	105	9	102	5	32	32647	32	8
1010	0	200	200	101	9	105	9	102	5	32	32647	2	8
1011	0	16	16	101	9	105	9	102	6	32	32647	2	8
1011	0	79	79	101	9	105	9	102	6	32	32647	17	8
1011	0	84	84	101	9	105	9	102	6	32	32647	32	8
1011	0	99	99	101	9	105	9	102	6	32	32647	17	8
1011	0	105	105	101	9	105	9	102	6	32	32647	2	8
1011	0	142	142	101	9	105	9	102	6	32	32647	32	8
1011	0	165	165	101	9	105	9	102	6	32	32647	2	8
1011	0	207	207	101	9	105	9	102	6	32	32647	17	8
1011	0	208	208	101	9	105	9	102	6	32	32647	32	8
1012	0	5	5	101	9	105	9	102	7	32	32647	2	8
1012	0	36	36	101	9	105	9	102	7	32	32647	17	8
1012	0	85	85	101	9	105	9	102	7	32	32647	32	8
1012	0	129	129	101	9	105	9	102	7	32	32647	17	8
1012	0	143	143	101	9	105	9	102	7	32	32647	2	8
1012	0	181	181	101	9	105	9	102	7	32	32647	32	8
1012	0	182	182	101	9	105	9	102	7	32	32647	2	8
1013	0	53	53	101	9	105	9	102	8	32	32647	32	8
1013	0	80	80	101	9	105	9	102	8	32	32647	17	8
1014	0	96	96	101	9	105	9	102	9	32	32647	17	8
1014	0	140	140	101	9	105	9	102	9	32	32647	2	8
1014	0	164	164	101	9	105	9	102	9	32	32647	2	8
1014	0	196	196	101	9	105	9	102	9	32	32647	17	8
1015	0	50	50	101	9	105	9	102	10	32	32647	32	8
1015	0	70	70	101	9	105	9	102	10	32	32647	32	8
1015	0	78	78	101	9	105	9	102	10	32	32647	2	8
1015	0	177	177	101	9	105	9	102	10	32	32647	17	8
1016	0	12	12	101	9	105	9	103	1	32	32647	2	8
1016	0	22	22	101	9	105	9	103	1	32	32647	2	8
1016	0	66	66	101	9	105	9	103	1	32	32647	17	8
1016	0	134	134	101	9	105	9	103	1	32	32647	32	8
1016	0	159	159	101	9	105	9	103	1	32	32647	2	8
1016	0	161	161	101	9	105	9	103	1	32	32647	17	8
1017	0	19	19	101	9	105	9	103	2	32	32647	2	8
1017	0	26	26	101	9	105	9	103	2	32	32647	17	8
1017	0	27	27	101	9	105	9	103	2	32	32647	17	8
1017	0	65	65	101	9	105	9	103	2	32	32647	2	8
1017	0	93	93	101	9	105	9	103	2	32	32647	2	8
1017	0	94	94	101	9	105	9	103	2	32	32647	32	8
1017	0	103	103	101	9	105	9	103	2	32	32647	2	8
1018	0	14	14	101	9	105	9	103	3	32	32647	32	8
1018	0	49	49	101	9	105	9	103	3	32	32647	17	8
1018	0	73	73	101	9	105	9	103	3	32	32647	2	8
1018	0	156	156	101	9	105	9	103	3	32	32647	17	8
1018	0	210	210	101	9	105	9	103	3	32	32647	2	8
1019	0	158	158	101	9	105	9	103	4	32	32647	32	8
1020	0	76	76	101	9	105	9	103	5	32	32647	32	8
1020	0	214	214	101	9	105	9	103	5	32	32647	32	8
1020	0	215	215	101	9	105	9	103	5	32	32647	32	8
1021	0	39	39	101	9	105	9	103	6	32	32647	32	8
1021	0	95	95	101	9	105	9	103	6	32	32647	32	8
1021	0	108	108	101	9	105	9	103	6	32	32647	2	8
1021	0	112	112	101	9	105	9	103	6	32	32647	2	8
1021	0	124	124	101	9	105	9	103	6	32	32647	32	8
1021	0	147	147	101	9	105	9	103	6	32	32647	2	8
1022	0	9	9	101	9	105	9	103	7	32	32647	32	8
1022	0	28	28	101	9	105	9	103	7	32	32647	17	8
1022	0	90	90	101	9	105	9	103	7	32	32647	32	8
1022	0	167	167	101	9	105	9	103	7	32	32647	17	8
1023	0	29	29	101	9	105	9	103	8	32	32647	2	8
1023	0	40	40	101	9	105	9	103	8	32	32647	2	8
1023	0	56	56	101	9	105	9	103	8	32	32647	32	8
1023	0	141	141	101	9	105	9	103	8	32	32647	17	8
1023	0	179	179	101	9	105	9	103	8	32	32647	17	8
1023	0	184	184	101	9	105	9	103	8	32	32647	2	8
1023	0	190	190	101	9	105	9	103	8	32	32647	2	8
1023	0	193	193	101	9	105	9	103	8	32	32647	32	8
1024	0	1	1	101	9	105	9	103	9	32	32647	32	8
1024	0	201	201	101	9	105	9	103	9	32	32647	2	8
1025	0	18	18	101	9	105	9	103	10	32	32647	17	8
1025	0	34	34	101	9	105	9	103	10	32	32647	2	8
1025	0	86	86	101	9	105	9	103	10	32	32647	2	8
1025	0	104	104	101	9	105	9	103	10	32	32647	17	8
1025	0	163	163	101	9	105	9	103	10	32	32647	17	8
1025	0	180	180	101	9	105	9	103	10	32	32647	17	8
1026	0	33	33	101	9	105	9	104	1	32	32647	17	8
1026	0	204	204	101	9	105	9	104	1	32	32647	17	8
1026	0	211	211	101	9	105	9	104	1	32	32647	32	8
1026	0	213	213	101	9	105	9	104	1	32	32647	32	8
1027	0	24	24	101	9	105	9	104	2	32	32647	17	8
1027	0	51	51	101	9	105	9	104	2	32	32647	17	8
1027	0	188	188	101	9	105	9	104	2	32	32647	32	8
1028	0	21	21	101	9	105	9	104	3	32	32647	2	8
1028	0	32	32	101	9	105	9	104	3	32	32647	17	8
1028	0	82	82	101	9	105	9	104	3	32	32647	17	8
1028	0	128	128	101	9	105	9	104	3	32	32647	17	8
1028	0	139	139	101	9	105	9	104	3	32	32647	2	8
1028	0	187	187	101	9	105	9	104	3	32	32647	17	8
1029	0	81	81	101	9	105	9	104	4	32	32647	17	8
1029	0	172	172	101	9	105	9	104	4	32	32647	32	8
1029	0	176	176	101	9	105	9	104	4	32	32647	32	8
1029	0	197	197	101	9	105	9	104	4	32	32647	17	8
1030	0	23	23	101	9	105	9	104	5	32	32647	2	8
1030	0	87	87	101	9	105	9	104	5	32	32647	32	8
1030	0	122	122	101	9	105	9	104	5	32	32647	32	8
1030	0	127	127	101	9	105	9	104	5	32	32647	2	8
1030	0	174	174	101	9	105	9	104	5	32	32647	17	8
1031	0	57	57	101	9	105	9	104	6	32	32647	2	8
1031	0	126	126	101	9	105	9	104	6	32	32647	2	8
1031	0	170	170	101	9	105	9	104	6	32	32647	32	8
1031	0	186	186	101	9	105	9	104	6	32	32647	17	8
1031	0	203	203	101	9	105	9	104	6	32	32647	2	8
1031	0	212	212	101	9	105	9	104	6	32	32647	17	8
1032	0	8	8	101	9	105	9	104	7	32	32647	32	8
1032	0	41	41	101	9	105	9	104	7	32	32647	17	8
1032	0	62	62	101	9	105	9	104	7	32	32647	2	8
1032	0	173	173	101	9	105	9	104	7	32	32647	17	8
1032	0	209	209	101	9	105	9	104	7	32	32647	32	8
1033	0	61	61	101	9	105	9	104	8	32	32647	17	8
1033	0	68	68	101	9	105	9	104	8	32	32647	32	8
1033	0	100	100	101	9	105	9	104	8	32	32647	32	8
1033	0	109	109	101	9	105	9	104	8	32	32647	2	8
1033	0	144	144	101	9	105	9	104	8	32	32647	17	8
1034	0	64	64	101	9	105	9	104	9	32	32647	32	8
1034	0	151	151	101	9	105	9	104	9	32	32647	32	8
1034	0	169	169	101	9	105	9	104	9	32	32647	2	8
1035	0	10	10	101	9	105	9	104	10	32	32647	2	8
1035	0	46	46	101	9	105	9	104	10	32	32647	32	8
1035	0	47	47	101	9	105	9	104	10	32	32647	2	8
1035	0	138	138	101	9	105	9	104	10	32	32647	2	8
1035	0	148	148	101	9	105	9	104	10	32	32647	2	8
1036	0	13	13	101	9	105	9	105	1	32	32647	32	8
1036	0	202	202	101	9	105	9	105	1	32	32647	17	8
1037	0	3	3	101	9	105	9	105	2	32	32647	32	8
1037	0	31	31	101	9	105	9	105	2	32	32647	17	8
1037	0	125	125	101	9	105	9	105	2	32	32647	17	8
1037	0	195	195	101	9	105	9	105	2	32	32647	17	8
1038	0	6	6	101	9	105	9	105	3	32	32647	2	8
1038	0	30	30	101	9	105	9	105	3	32	32647	2	8
1039	0	25	25	101	9	105	9	105	4	32	32647	2	8
1039	0	72	72	101	9	105	9	105	4	32	32647	17	8
1039	0	133	133	101	9	105	9	105	4	32	32647	17	8
1039	0	166	166	101	9	105	9	105	4	32	32647	17	8
1039	0	198	198	101	9	105	9	105	4	32	32647	32	8
1040	0	35	35	101	9	105	9	105	5	32	32647	17	8
1040	0	43	43	101	9	105	9	105	5	32	32647	32	8
1040	0	115	115	101	9	105	9	105	5	32	32647	2	8
1040	0	168	168	101	9	105	9	105	5	32	32647	17	8
1041	0	89	89	101	9	105	9	105	6	32	32647	2	8
1041	0	131	131	101	9	105	9	105	6	32	32647	2	8
1041	0	205	205	101	9	105	9	105	6	32	32647	2	8
1042	0	7	7	101	9	105	9	105	7	32	32647	17	8
1042	0	83	83	101	9	105	9	105	7	32	32647	17	8
1042	0	178	178	101	9	105	9	105	7	32	32647	2	8
1043	0	162	162	101	9	105	9	105	8	32	32647	32	8
1043	0	191	191	101	9	105	9	105	8	32	32647	17	8
1044	0	63	63	101	9	105	9	105	9	32	32647	17	8
1044	0	110	110	101	9	105	9	105	9	32	32647	17	8
1044	0	157	157	101	9	105	9	105	9	32	32647	32	8
1045	0	116	116	101	9	105	9	105	10	32	32647	32	8
1045	0	175	175	101	9	105	9	105	10	32	32647	2	8
1045	0	183	183	101	9	105	9	105	10	32	32647	2	8
1046	0	37	37	101	9	105	9	106	1	32	32647	32	8
1046	0	38	38	101	9	105	9	106	1	216	32647	17	8
1046	0	69	69	101	9	105	9	106	1	32	32647	17	8
1046	0	92	92	101	9	105	9	106	1	32	32647	32	8
1046	0	118	118	101	9	105	9	106	1	32	32647	2	8
1046	0	135	135	101	9	105	9	106	1	32	32647	17	8
1046	0	206	206	101	9	105	9	106	1	32	32647	32	8
1047	0	4	4	101	9	105	9	106	2	32	32647	2	8
1047	0	130	130	101	9	105	9	106	2	32	32647	17	8
1048	0	42	42	101	9	105	9	106	3	32	32647	32	8
1048	0	44	44	101	9	105	9	106	3	32	32647	2	8
1048	0	58	58	101	9	105	9	106	3	32	32647	32	8
1048	0	91	91	101	9	105	9	106	3	32	32647	32	8
1048	0	101	101	101	9	105	9	106	3	32	32647	2	8
1048	0	102	102	101	9	105	9	106	3	32	32647	32	8
1048	0	106	106	101	9	105	9	106	3	32	32647	17	8
1048	0	120	120	101	9	105	9	106	3	32	32647	32	8
1048	0	171	171	101	9	105	9	106	3	32	32647	2	8
1049	0	2	2	101	9	105	9	106	4	32	32647	32	8
1049	0	98	98	101	9	105	9	106	4	32	32647	17	8
1049	0	121	121	101	9	105	9	106	4	32	32647	2	8
1049	0	155	155	101	9	105	9	106	4	32	32647	2	8
1050	0	71	71	101	9	105	9	106	5	32	32647	32	8
1050	0	146	146	101	9	105	9	106	5	32	32647	32	8
1050	0	152	152	101	9	105	9	106	5	32	32647	2	8
1050	0	192	192	101	9	105	9	106	5	32	32647	17	8
1051	0	48	48	101	9	105	9	106	6	32	32647	17	8
1051	0	54	54	101	9	105	9	106	6	32	32647	17	8
1051	0	59	59	101	9	105	9	106	6	32	32647	32	8
1051	0	77	77	101	9	105	9	106	6	32	32647	2	8
1051	0	199	199	101	9	105	9	106	6	32	32647	2	8
1052	0	107	107	106	7	110	7	106	7	32	32647	2	8
1052	0	136	136	106	7	110	7	106	7	32	32647	2	8
1053	0	20	20	106	7	110	7	106	8	32	32647	17	8
1053	0	55	55	106	7	110	7	106	8	32	32647	2	8
1053	0	74	74	106	7	110	7	106	8	32	32647	17	8
1053	0	97	97	106	7	110	7	106	8	32	32647	32	8
1053	0	123	123	106	7	110	7	106	8	32	32647	2	8
1053	0	185	185	106	7	110	7	106	8	32	32647	17	8
1054	0	45	45	106	7	110	7	106	9	32	32647	2	8
1054	0	88	88	106	7	110	7	106	9	32	32647	17	8
1054	0	117	117	106	7	110	7	106	9	32	32647	17	8
1054	0	160	160	106	7	110	7	106	9	32	32647	2	8
1055	0	17	17	106	7	110	7	106	10	32	32647	17	8
1055	0	111	111	106	7	110	7	106	10	32	32647	17	8
1055	0	145	145	106	7	110	7	106	10	32	32647	17	8
1055	0	149	149	106	7	110	7	106	10	32	32647	17	8
1055	0	154	154	106	7	110	7	106	10	32	32647	17	8
1055	0	189	189	106	7	110	7	106	10	32	32647	32	8
1056	0	67	67	106	7	110	7	107	1	32	32647	2	8
1056	0	119	119	106	7	110	7	107	1	32	32647	17	8
1057	0	11	11	106	7	110	7	107	2	32	32647	17	8
1057	0	15	15	106	7	110	7	107	2	32	32647	2	8
1057	0	60	60	106	7	110	7	107	2	32	32647	2	8
1057	0	75	75	106	7	110	7	107	2	32	32647	32	8
1057	0	114	114	106	7	110	7	107	2	32	32647	32	8
1057	0	194	194	106	7	110	7	107	2	32	32647	17	8
1058	0	52	52	106	7	110	7	107	3	32	32647	17	8
1058	0	113	113	106	7	110	7	107	3	32	32647	2	8
1058	0	132	132	106	7	110	7	107	3	32	32647	32	8
1058	0	137	137	106	7	110	7	107	3	32	32647	32	8
1058	0	150	150	106	7	110	7	107	3	32	32647	17	8
1058	0	153	153	106	7	110	7	107	3	32	32647	32	8
1058	0	200	200	106	7	110	7	107	3	32	32647	2	8
1059	0	16	16	106	7	110	7	107	4	32	32647	2	8
1059	0	79	79	106	7	110	7	107	4	32	32647	17	8
1059	0	84	84	106	7	110	7	107	4	32	32647	32	8
1059	0	99	99	106	7	110	7	107	4	32	32647	17	8
1059	0	105	105	106	7	110	7	107	4	32	32647	2	8
1059	0	142	142	106	7	110	7	107	4	32	32647	32	8
1059	0	165	165	106	7	110	7	107	4	32	32647	2	8
1059	0	207	207	106	7	110	7	107	4	32	32647	17	8
1059	0	208	208	106	7	110	7	107	4	32	32647	32	8
1060	0	5	5	106	7	110	7	107	5	32	32647	2	8
1060	0	36	36	106	7	110	7	107	5	32	32647	17	8
1060	0	85	85	106	7	110	7	107	5	32	32647	32	8
1060	0	129	129	106	7	110	7	107	5	32	32647	17	8
1060	0	143	143	106	7	110	7	107	5	32	32647	2	8
1060	0	181	181	106	7	110	7	107	5	32	32647	32	8
1060	0	182	182	106	7	110	7	107	5	32	32647	2	8
1061	0	53	53	106	7	110	7	107	6	32	32647	32	8
1061	0	80	80	106	7	110	7	107	6	32	32647	17	8
1062	0	96	96	106	7	110	7	107	7	32	32647	17	8
1062	0	140	140	106	7	110	7	107	7	32	32647	2	8
1062	0	164	164	106	7	110	7	107	7	32	32647	2	8
1062	0	196	196	106	7	110	7	107	7	32	32647	17	8
1063	0	50	50	106	7	110	7	107	8	32	32647	32	8
1063	0	70	70	106	7	110	7	107	8	32	32647	32	8
1063	0	78	78	106	7	110	7	107	8	32	32647	2	8
1063	0	177	177	106	7	110	7	107	8	32	32647	17	8
1064	0	12	12	106	7	110	7	107	9	32	32647	2	8
1064	0	22	22	106	7	110	7	107	9	32	32647	2	8
1064	0	66	66	106	7	110	7	107	9	32	32647	17	8
1064	0	134	134	106	7	110	7	107	9	32	32647	32	8
1064	0	159	159	106	7	110	7	107	9	32	32647	2	8
1064	0	161	161	106	7	110	7	107	9	32	32647	17	8
1065	0	19	19	106	7	110	7	107	10	32	32647	2	8
1065	0	26	26	106	7	110	7	107	10	32	32647	17	8
1065	0	27	27	106	7	110	7	107	10	32	32647	17	8
1065	0	65	65	106	7	110	7	107	10	32	32647	2	8
1065	0	93	93	106	7	110	7	107	10	32	32647	2	8
1065	0	94	94	106	7	110	7	107	10	32	32647	32	8
1065	0	103	103	106	7	110	7	107	10	32	32647	2	8
1066	0	14	14	106	7	110	7	108	1	32	32647	32	8
1066	0	49	49	106	7	110	7	108	1	32	32647	17	8
1066	0	73	73	106	7	110	7	108	1	32	32647	2	8
1066	0	156	156	106	7	110	7	108	1	32	32647	17	8
1066	0	210	210	106	7	110	7	108	1	32	32647	2	8
1067	0	158	158	106	7	110	7	108	2	32	32647	32	8
1068	0	76	76	106	7	110	7	108	3	32	32647	32	8
1068	0	214	214	106	7	110	7	108	3	32	32647	32	8
1068	0	215	215	106	7	110	7	108	3	32	32647	32	8
1069	0	39	39	106	7	110	7	108	4	32	32647	32	8
1069	0	95	95	106	7	110	7	108	4	32	32647	32	8
1069	0	108	108	106	7	110	7	108	4	32	32647	2	8
1069	0	112	112	106	7	110	7	108	4	32	32647	2	8
1069	0	124	124	106	7	110	7	108	4	32	32647	32	8
1069	0	147	147	106	7	110	7	108	4	32	32647	2	8
1070	0	9	9	106	7	110	7	108	5	32	32647	32	8
1070	0	28	28	106	7	110	7	108	5	32	32647	17	8
1070	0	90	90	106	7	110	7	108	5	32	32647	32	8
1070	0	167	167	106	7	110	7	108	5	32	32647	17	8
1071	0	29	29	106	7	110	7	108	6	32	32647	2	8
1071	0	40	40	106	7	110	7	108	6	32	32647	2	8
1071	0	56	56	106	7	110	7	108	6	32	32647	32	8
1071	0	141	141	106	7	110	7	108	6	32	32647	17	8
1071	0	179	179	106	7	110	7	108	6	32	32647	17	8
1071	0	184	184	106	7	110	7	108	6	32	32647	2	8
1071	0	190	190	106	7	110	7	108	6	32	32647	2	8
1071	0	193	193	106	7	110	7	108	6	32	32647	32	8
1072	0	1	1	106	7	110	7	108	7	32	32647	32	8
1072	0	201	201	106	7	110	7	108	7	32	32647	2	8
1073	0	18	18	106	7	110	7	108	8	32	32647	17	8
1073	0	34	34	106	7	110	7	108	8	32	32647	2	8
1073	0	86	86	106	7	110	7	108	8	32	32647	2	8
1073	0	104	104	106	7	110	7	108	8	32	32647	17	8
1073	0	163	163	106	7	110	7	108	8	32	32647	17	8
1073	0	180	180	106	7	110	7	108	8	32	32647	17	8
1074	0	33	33	106	7	110	7	108	9	32	32647	17	8
1074	0	204	204	106	7	110	7	108	9	32	32647	17	8
1074	0	211	211	106	7	110	7	108	9	32	32647	32	8
1074	0	213	213	106	7	110	7	108	9	32	32647	32	8
1075	0	24	24	106	7	110	7	108	10	32	32647	17	8
1075	0	51	51	106	7	110	7	108	10	32	32647	17	8
1075	0	188	188	106	7	110	7	108	10	32	32647	32	8
1076	0	21	21	106	7	110	7	109	1	32	32647	2	8
1076	0	32	32	106	7	110	7	109	1	32	32647	17	8
1076	0	82	82	106	7	110	7	109	1	32	32647	17	8
1076	0	128	128	106	7	110	7	109	1	32	32647	17	8
1076	0	139	139	106	7	110	7	109	1	32	32647	2	8
1076	0	187	187	106	7	110	7	109	1	32	32647	17	8
1077	0	81	81	106	7	110	7	109	2	32	32647	17	8
1077	0	172	172	106	7	110	7	109	2	32	32647	32	8
1077	0	176	176	106	7	110	7	109	2	32	32647	32	8
1077	0	197	197	106	7	110	7	109	2	32	32647	17	8
1078	0	23	23	106	7	110	7	109	3	32	32647	2	8
1078	0	87	87	106	7	110	7	109	3	32	32647	32	8
1078	0	122	122	106	7	110	7	109	3	32	32647	32	8
1078	0	127	127	106	7	110	7	109	3	32	32647	2	8
1078	0	174	174	106	7	110	7	109	3	32	32647	17	8
1079	0	57	57	106	7	110	7	109	4	32	32647	2	8
1079	0	126	126	106	7	110	7	109	4	32	32647	2	8
1079	0	170	170	106	7	110	7	109	4	32	32647	32	8
1079	0	186	186	106	7	110	7	109	4	32	32647	17	8
1079	0	203	203	106	7	110	7	109	4	32	32647	2	8
1079	0	212	212	106	7	110	7	109	4	32	32647	17	8
1080	0	8	8	106	7	110	7	109	5	32	32647	32	8
1080	0	41	41	106	7	110	7	109	5	32	32647	17	8
1080	0	62	62	106	7	110	7	109	5	32	32647	2	8
1080	0	173	173	106	7	110	7	109	5	32	32647	17	8
1080	0	209	209	106	7	110	7	109	5	32	32647	32	8
1081	0	61	61	106	7	110	7	109	6	32	32647	17	8
1081	0	68	68	106	7	110	7	109	6	32	32647	32	8
1081	0	100	100	106	7	110	7	109	6	32	32647	32	8
1081	0	109	109	106	7	110	7	109	6	32	32647	2	8
1081	0	144	144	106	7	110	7	109	6	32	32647	17	8
1082	0	64	64	106	7	110	7	109	7	32	32647	32	8
1082	0	151	151	106	7	110	7	109	7	32	32647	32	8
1082	0	169	169	106	7	110	7	109	7	32	32647	2	8
1083	0	10	10	106	7	110	7	109	8	32	32647	2	8
1083	0	46	46	106	7	110	7	109	8	32	32647	32	8
1083	0	47	47	106	7	110	7	109	8	32	32647	2	8
1083	0	138	138	106	7	110	7	109	8	32	32647	2	8
1083	0	148	148	106	7	110	7	109	8	32	32647	2	8
1084	0	13	13	106	7	110	7	109	9	32	32647	32	8
1084	0	202	202	106	7	110	7	109	9	32	32647	17	8
1085	0	3	3	106	7	110	7	109	10	32	32647	32	8
1085	0	31	31	106	7	110	7	109	10	32	32647	17	8
1085	0	125	125	106	7	110	7	109	10	32	32647	17	8
1085	0	195	195	106	7	110	7	109	10	32	32647	17	8
1086	0	6	6	106	7	110	7	110	1	32	32647	2	8
1086	0	30	30	106	7	110	7	110	1	32	32647	2	8
1087	0	25	25	106	7	110	7	110	2	32	32647	2	8
1087	0	72	72	106	7	110	7	110	2	32	32647	17	8
1087	0	133	133	106	7	110	7	110	2	32	32647	17	8
1087	0	166	166	106	7	110	7	110	2	32	32647	17	8
1087	0	198	198	106	7	110	7	110	2	32	32647	32	8
1088	0	35	35	106	7	110	7	110	3	32	32647	17	8
1088	0	43	43	106	7	110	7	110	3	32	32647	32	8
1088	0	115	115	106	7	110	7	110	3	32	32647	2	8
1088	0	168	168	106	7	110	7	110	3	32	32647	17	8
1089	0	89	89	106	7	110	7	110	4	32	32647	2	8
1089	0	131	131	106	7	110	7	110	4	32	32647	2	8
1089	0	205	205	106	7	110	7	110	4	32	32647	2	8
1090	0	7	7	106	7	110	7	110	5	32	32647	17	8
1090	0	83	83	106	7	110	7	110	5	32	32647	17	8
1090	0	178	178	106	7	110	7	110	5	32	32647	2	8
1091	0	162	162	106	7	110	7	110	6	32	32647	32	8
1091	0	191	191	106	7	110	7	110	6	32	32647	17	8
1092	0	63	63	106	7	110	7	110	7	32	32647	17	8
1092	0	110	110	106	7	110	7	110	7	32	32647	17	8
1092	0	157	157	106	7	110	7	110	7	32	32647	32	8
1093	0	116	116	106	7	110	7	110	8	32	32647	32	8
1093	0	175	175	106	7	110	7	110	8	32	32647	2	8
1093	0	183	183	106	7	110	7	110	8	32	32647	2	8
1094	0	37	37	106	7	110	7	110	9	32	32647	32	8
1094	0	38	38	106	7	110	7	110	9	216	32647	17	8
1094	0	69	69	106	7	110	7	110	9	32	32647	17	8
1094	0	92	92	106	7	110	7	110	9	32	32647	32	8
1094	0	118	118	106	7	110	7	110	9	32	32647	2	8
1094	0	135	135	106	7	110	7	110	9	32	32647	17	8
1094	0	206	206	106	7	110	7	110	9	32	32647	32	8
1095	0	4	4	106	7	110	7	110	10	32	32647	2	8
1095	0	130	130	106	7	110	7	110	10	32	32647	17	8
1096	0	42	42	106	7	110	7	111	1	32	32647	32	8
1096	0	44	44	106	7	110	7	111	1	32	32647	2	8
1096	0	58	58	106	7	110	7	111	1	32	32647	32	8
1096	0	91	91	106	7	110	7	111	1	32	32647	32	8
1096	0	101	101	106	7	110	7	111	1	32	32647	2	8
1096	0	102	102	106	7	110	7	111	1	32	32647	32	8
1096	0	106	106	106	7	110	7	111	1	32	32647	17	8
1096	0	120	120	106	7	110	7	111	1	32	32647	32	8
1096	0	171	171	106	7	110	7	111	1	32	32647	2	8
1097	0	2	2	106	7	110	7	111	2	32	32647	32	8
1097	0	98	98	106	7	110	7	111	2	32	32647	17	8
1097	0	121	121	106	7	110	7	111	2	32	32647	2	8
1097	0	155	155	106	7	110	7	111	2	32	32647	2	8
1098	0	71	71	106	7	110	7	111	3	32	32647	32	8
1098	0	146	146	106	7	110	7	111	3	32	32647	32	8
1098	0	152	152	106	7	110	7	111	3	32	32647	2	8
1098	0	192	192	106	7	110	7	111	3	32	32647	17	8
1099	0	48	48	106	7	110	7	111	4	32	32647	17	8
1099	0	54	54	106	7	110	7	111	4	32	32647	17	8
1099	0	59	59	106	7	110	7	111	4	32	32647	32	8
1099	0	77	77	106	7	110	7	111	4	32	32647	2	8
1099	0	199	199	106	7	110	7	111	4	32	32647	2	8
1100	0	107	107	111	5	115	5	111	5	32	32647	2	8
1100	0	136	136	111	5	115	5	111	5	32	32647	2	8
1101	0	20	20	111	5	115	5	111	6	32	32647	17	8
1101	0	55	55	111	5	115	5	111	6	32	32647	2	8
1101	0	74	74	111	5	115	5	111	6	32	32647	17	8
1101	0	97	97	111	5	115	5	111	6	32	32647	32	8
1101	0	123	123	111	5	115	5	111	6	32	32647	2	8
1101	0	185	185	111	5	115	5	111	6	32	32647	17	8
1102	0	45	45	111	5	115	5	111	7	32	32647	2	8
1102	0	88	88	111	5	115	5	111	7	32	32647	17	8
1102	0	117	117	111	5	115	5	111	7	32	32647	17	8
1102	0	160	160	111	5	115	5	111	7	32	32647	2	8
1103	0	17	17	111	5	115	5	111	8	32	32647	17	8
1103	0	111	111	111	5	115	5	111	8	32	32647	17	8
1103	0	145	145	111	5	115	5	111	8	32	32647	17	8
1103	0	149	149	111	5	115	5	111	8	32	32647	17	8
1103	0	154	154	111	5	115	5	111	8	32	32647	17	8
1103	0	189	189	111	5	115	5	111	8	32	32647	32	8
1104	0	67	67	111	5	115	5	111	9	32	32647	2	8
1104	0	119	119	111	5	115	5	111	9	32	32647	17	8
1105	0	11	11	111	5	115	5	111	10	32	32647	17	8
1105	0	15	15	111	5	115	5	111	10	32	32647	2	8
1105	0	60	60	111	5	115	5	111	10	32	32647	2	8
1105	0	75	75	111	5	115	5	111	10	32	32647	32	8
1105	0	114	114	111	5	115	5	111	10	32	32647	32	8
1105	0	194	194	111	5	115	5	111	10	32	32647	17	8
1106	0	52	52	111	5	115	5	112	1	32	32647	17	8
1106	0	113	113	111	5	115	5	112	1	32	32647	2	8
1106	0	132	132	111	5	115	5	112	1	32	32647	32	8
1106	0	137	137	111	5	115	5	112	1	32	32647	32	8
1106	0	150	150	111	5	115	5	112	1	32	32647	17	8
1106	0	153	153	111	5	115	5	112	1	32	32647	32	8
1106	0	200	200	111	5	115	5	112	1	32	32647	2	8
1107	0	16	16	111	5	115	5	112	2	32	32647	2	8
